Gene	Symbol	C1-1 NTR	C1-2 NTR	C2-1 NTR	C2-2 NTR	C3-1 NTR	C3-2 NTR	C4-1 NTR	C4-2 NTR	O1-1 NTR	O1-2 NTR	O2-1 NTR	O2-2 NTR	O3-1 NTR	O3-2 NTR	O4-1 NTR	O4-2 NTR	O5-1 NTR	O5-2 NTR	O6-1 NTR	O6-2 NTR
ENSG00000137145	DENND4C	0.0525	0.1143	0.1408	0.1804	0.0425	0.1154	0.1465	0.16	0.6257	0.6084	0.6235	0.6125	0.5729	0.4518	0.2549	0.2391	0.1849	0.358	0.0535	0.0844
ENSG00000177076	ACER2	1	0.654	0.6507	0.4649	0.4491	0.61	0.2869	0.4172	0.9705	0.9566	0.8393	0.9886	0.8581	0.8759	0.5669	0.6387	0.8178	0.7047	0.2167	0.2138
ENSG00000080503	SMARCA2	0.0611	0.0524	0.0979	0.0854	0.0788	0.0583	0.0759	0.0877	0.3914	0.3557	0.424	0.3432	0.4167	0.2946	0.244	0.2103	0.2728	0.2993	0.0805	0.1211
ENSG00000147852	VLDLR	0	0	0	NaN	0	0	0	0	0.4049	0.6578	0.2453	0.2527	0.446	0.6718	0.912	1	0.9016	0.8713	0.4461	0
ENSG00000168263	KCNV2	0	NaN	0	0	NaN	NaN	0	0	0	0	NaN	0	NaN	0	NaN	0	0	0	0	NaN
ENSG00000258728		0.0379	0.0576	0.0181	0.0422	0.0961	0.0616	0.0276	0.0141	0.1459	0.0866	0.1605	0.181	0.1911	0.1651	0.0894	0.0634	0.099	0.1617	0.0909	0.0976
ENSG00000137404	NRM	0.0954	0.167	0.0327	0.0125	0	0.0757	0.0227	0.132	0.3274	0.3282	0.3676	0.2684	0.3732	0.287	0.2538	0.2696	0.1687	0.2946	0.2002	0.2589
ENSG00000137337	MDC1	0.1648	0.1693	0.1972	0.1868	0.144	0.1416	0.202	0.1651	0.5234	0.5236	0.501	0.5342	0.4429	0.4185	0.3178	0.2888	0.3323	0.4246	0.1084	0.1338
ENSG00000137312	FLOT1	0.0334	0.053	0.0452	0.058	0.051	0.058	0.0514	0.0968	0.2732	0.2628	0.2595	0.2428	0.2598	0.1817	0.1123	0.0777	0.0798	0.1194	0.0519	0.0581
ENSG00000204764	RANBP17	0.0819	0.004	0.0231	0.0126	0.019	0.0989	0.0389	0.0458	0.196	0.2396	0.2231	0.3491	0.1705	0.3248	0.0943	0.0747	0.2106	0.132	0.0308	0
ENSG00000164438	TLX3	0.774	0.8383	1	0.671	0.8228	0.9732	0.7289	0.9342	0.9582	1	1	1	0.7826	0.7088	0.9143	0.9328	0.9613	0.9112	0.5133	0.4662
ENSG00000181163	NPM1	0.0137	0.0131	0.0095	0.0102	0.0161	0.0161	0.0212	0.0214	0.0926	0.0893	0.0974	0.0918	0.1015	0.0773	0.035	0.0255	0.0347	0.0454	0.0304	0.0283
ENSG00000156427	FGF18	1	0.96	1	1	0.9481	0.9934	1	1	1	1	1	1	0.9852	0.8055	0.8963	0.9844	0.8678	0.9812	0.8586	0.9775
ENSG00000135272	MDFIC	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.4812	0.6377	0.9052	0.6386	0.6856	0.6274	NaN	NaN	NaN	NaN	0	0
ENSG00000135269	TES	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.4344	0.5536	0.538	0.4228	0.4327	0.3576	NaN	NaN	NaN	0	0	0
ENSG00000105971	CAV2	0	0	0.2089	NaN	0.3197	0.3117	0.441	0.1668	0.5624	0.4902	0.629	0.7339	0.6879	0.1429	0.1852	0.0524	0.1017	0.2552	0.0397	0.1341
ENSG00000105974	CAV1	NaN	NaN	NaN	NaN	NaN	NaN	0	1	0.2447	0.4186	0.2984	0.3413	0	NaN	NaN	NaN	0	NaN	NaN	NaN
ENSG00000105976	MET	NaN	0.8292	NaN	NaN	0	0	NaN	NaN	NaN	NaN	0	0	0.6391	0	0.1447	0	0	NaN	0	0.2517
ENSG00000124571	XPO5	0.0243	0.0334	0.0448	0.0383	0.0345	0.0359	0.0267	0.0467	0.3555	0.3035	0.3691	0.2547	0.3217	0.2176	0.1021	0.1047	0.0803	0.1302	0.0382	0.0448
ENSG00000172432	GTPBP2	0.4406	0.4382	0.3876	0.3806	0.4065	0.4403	0.3927	0.4483	0.7146	0.7368	0.7731	0.7132	0.6887	0.5313	0.527	0.5126	0.5176	0.5936	0.2112	0.2179
ENSG00000096080	MRPS18A	0.146	0.1383	0.1199	0.0881	0.0856	0.0951	0.0692	0.1593	0.4364	0.3939	0.3811	0.4285	0.4576	0.3049	0.2818	0.1734	0.277	0.2796	0.1078	0.0905
ENSG00000180992	MRPL14	0.2627	0.2533	0.3374	0.2294	0.246	0.195	0.2309	0.2238	0.555	0.4918	0.6501	0.6334	0.632	0.4634	0.334	0.3819	0.3448	0.3968	0.1892	0.1962
ENSG00000157593	SLC35B2	0.2513	0.2163	0.2485	0.2908	0.1707	0.1697	0.2049	0.2038	0.5921	0.6668	0.6565	0.557	0.5883	0.3843	0.3764	0.3516	0.4089	0.4551	0.1256	0.1427
ENSG00000086300	SNX10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.6705	0.6397	0.599	0.2982	0.4089	0.3881	NaN	NaN	NaN	NaN	0	0
ENSG00000106052	TAX1BP1	0.0454	0.037	0.0448	0.0375	0.0323	0.036	0.0579	0.0383	0.206	0.191	0.2059	0.2022	0.2144	0.1524	0.1055	0.0773	0.0788	0.1054	0.0367	0.0301
ENSG00000146592	CREB5	NaN	NaN	NaN	0	0.5023	NaN	NaN	NaN	0	NaN	NaN	0	0.4126	0.2384	NaN	0	NaN	0	0	0.2704
ENSG00000106069	CHN2	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	0.7793	0.5698	0.673	0.4631	0.5129	0.5002	NaN	NaN	NaN	0	NaN	NaN
ENSG00000135205	CCDC146	0	0.2895	NaN	0	NaN	0	NaN	0.4211	0.5754	0.7882	0	0.431	0.6564	0.3114	0.7917	NaN	NaN	1	NaN	NaN
ENSG00000127947	PTPN12	0.0169	0.0346	0.026	0.0915	0.0656	0.0186	0.0393	0.0671	0.436	0.4023	0.2891	0.3755	0.3566	0.3466	0.1568	0.1603	0.1304	0.2606	0.0497	0.0411
ENSG00000187257	RSBN1L	0.298	0.4717	0.5264	0.484	0.4157	0.5009	0.4915	0.5025	0.9042	0.8692	0.8398	0.8444	0.7739	0.7325	0.7532	0.7623	0.7007	0.743	0.1233	0.1031
ENSG00000006576	PHTF2	0.1026	0.0741	0.1444	0.1014	0.1102	0.204	0.1604	0.1905	0.5383	0.5409	0.5586	0.4737	0.5698	0.33	0.4593	0.3978	0.3106	0.3272	0.1484	0.0966
ENSG00000127955	GNAI1	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	1	0.4571	0.7847	1	0.6426	0.5546	NaN	0	0	NaN	NaN	0
ENSG00000241258	CRCP	0.1779	0.2165	0.2168	0.3787	0.2556	0.1935	0.2975	0.3032	0.7935	0.7948	0.8246	0.8317	0.7028	0.6589	0.5675	0.4543	0.4631	0.5183	0.1572	0.161
ENSG00000169902	TPST1	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	0.7039	0.6563	0.7281	0.6188	0.583	0.6717	NaN	NaN	NaN	NaN	0.2238	NaN
ENSG00000243335	KCTD7	0.3295	0.4056	0.2701	0.336	0.3209	0.3463	0.1392	0.4012	0.788	0.7693	0.5853	0.6584	0.4654	0.4156	0.4868	0.4251	0.3127	0.4939	0.0866	0.102
ENSG00000284461		0.6102	0.3627	0.6133	0.4299	0.4606	0.3152	0.544	0.2294	0.8346	0.8145	0.7565	0.8385	0.8029	0.7225	0.7794	0.548	0.659	0.7097	0.2172	0.2475
ENSG00000154710	RABGEF1	0.3352	0.1687	0.3696	0.2306	0.3245	0.2661	0.3852	0.169	0.7423	0.7433	0.653	0.6927	0.66	0.5461	0.589	0.5418	0.519	0.5672	0.1672	0.2232
ENSG00000164916	FOXK1	0.3344	0.521	0.5009	0.44	0.5154	0.5329	0.5324	0.5844	0.9528	0.9028	0.9203	0.861	0.817	0.8329	0.7711	0.7437	0.7157	0.8493	0.2293	0.1459
ENSG00000099219	ERMP1	0	0.0581	0.0147	0.0482	0.0177	0.0259	0	0.0511	0.2866	0.2292	0.3316	0.2456	0.2438	0.1799	0.0713	0.0713	0.0245	0.1139	0.0411	0
ENSG00000183354	KIAA2026	0.3023	0.3903	0.2565	0.3289	0.4757	0.2997	0.3621	0.3871	0.8193	0.7942	0.8485	0.8537	0.7598	0.7044	0.6214	0.6013	0.6179	0.6962	0.2837	0.2144
ENSG00000137040	RANBP6	0.5452	0.4788	0.7027	0.5934	0.4732	0.4548	0.5217	0.5423	0.944	0.9235	0.9801	0.9707	0.8873	0.8669	0.8331	0.6155	0.6901	0.8092	0.0455	0.2664
ENSG00000178445	GLDC	NaN	0	NaN	NaN	0	NaN	0	0	0	0	NaN	0	0	NaN	NaN	NaN	0	0	0	NaN
ENSG00000137038	DMAC1	0.0241	0.0219	0.0322	0.0361	0.0858	0.0512	0.0206	0.0469	0.2114	0.2515	0.2315	0.143	0.1926	0.2482	0.0816	0.0608	0.0532	0.056	0.0315	0.0284
ENSG00000198680	TUSC1	0.6572	0.7597	0.7715	0.6445	0.6669	0.762	0.7459	0.7164	0.872	0.8754	0.7611	0.836	0.8609	0.6026	0.7072	0.7801	0.8461	0.8002	0.4625	0.2197
ENSG00000120159	CAAP1	0.2518	0.3679	0.2398	0.2684	0.1034	0.1712	0.1568	0.1469	0.7462	0.6492	0.7233	0.618	0.5373	0.5285	0.4064	0.3044	0.3367	0.4116	0.103	0.0564
ENSG00000137055	PLAA	0.0765	0.0643	0.0612	0.103	0.0598	0.0646	0.1294	0.0965	0.5884	0.6049	0.5643	0.5383	0.462	0.3171	0.2262	0.1816	0.2203	0.2573	0.0754	0.1181
ENSG00000184434	LRRC19	NaN	0	0	0.085	0	0	0	0	NaN	NaN	NaN	0	0	NaN	NaN	0	0	0	NaN	0
ENSG00000120160	EQTN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN
ENSG00000273514	FOXD4L6	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	0.9369	NaN	NaN	NaN
ENSG00000215126	ZNG1F	0	0	0.1376	0	0	0.3899	0.4158	0.2954	0.4706	0.5513	0.3744	0.4234	0.7082	0.413	0.0977	0.384	0.2411	0.4347	0.3402	0.1043
ENSG00000165233	CARD19	0.0677	0.0516	0.2419	0.1639	0.0789	0.1106	0.076	0.3165	0.5238	0.3512	0.4597	0.3672	0.313	0.2928	0.3437	0.0774	0.2851	0.3424	0.0869	0.1766
ENSG00000165238	WNK2	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	0.2953	0.3169	0.1929	0.0867	0.2456	0.03	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000048828	FAM120A	0.0276	0.0479	0.0474	0.0495	0.036	0.0412	0.0452	0.0426	0.1405	0.1402	0.1294	0.1327	0.149	0.1011	0.0833	0.0595	0.0669	0.102	0.0466	0.0488
ENSG00000197724	PHF2	0.2536	0.214	0.3321	0.2337	0.1871	0.2283	0.2906	0.2418	0.7037	0.7063	0.7452	0.7123	0.6289	0.5461	0.4515	0.3849	0.4484	0.5186	0.0812	0.1297
ENSG00000158079	PTPDC1	0.0371	0.0067	0	0.0456	0.1443	0.0787	0.1988	0	0.9556	0.724	0.4631	0.7797	0.6381	0.8933	0.468	0.5584	0.5129	0.525	0.0562	0.0814
ENSG00000172785	ZNG1A	0.0361	0.041	0.0619	0.0683	0.0281	0.0339	0.0363	0.0566	0.2672	0.2516	0.3042	0.2249	0.1675	0.1689	0.138	0.0797	0.0723	0.1044	0.0327	0.0374
ENSG00000080608	PUM3	0.1845	0.1228	0.1355	0.1019	0.1127	0.0937	0.1935	0.1603	0.5834	0.5252	0.4607	0.5268	0.5743	0.4635	0.3275	0.1723	0.2982	0.3018	0.0632	0.0747
ENSG00000080298	RFX3	0.187	0.1186	0.0839	0.1761	0.1445	0.0969	0.289	0.2453	0.7557	0.815	0.5988	0.3938	0.5516	0.5301	0.4936	0.2048	0.367	0.4605	0.2916	0
ENSG00000107249	GLIS3	0	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	0	0	0.4732	1	NaN	NaN	NaN	1	NaN	NaN
ENSG00000106686	SPATA6L	NaN	NaN	0	0.1308	0	0	0	0.8635	0	0.3378	NaN	NaN	0	0	0	0.5557	NaN	0	0	NaN
ENSG00000070882	OSBPL3	0.0454	0.0855	0.0816	0.0495	0.0504	0.0733	0.045	0.0925	0.4943	0.4531	0.4878	0.4554	0.4355	0.4839	0.1765	0.1194	0.1613	0.2165	0.0371	0.0643
ENSG00000172115	CYCS	0.0399	0.0577	0.0454	0.031	0.0392	0.0406	0.0443	0.0469	0.2989	0.2786	0.2726	0.288	0.2856	0.2006	0.1102	0.1003	0.1142	0.1457	0.0518	0.0535
ENSG00000153790	C7orf31	NaN	0	NaN	0	NaN	0	NaN	NaN	0.4836	0.5702	0.3416	0.3284	0.4332	0.1099	NaN	0	0	0.2577	0	0
ENSG00000122566	HNRNPA2B1	0.0209	0.0249	0.0313	0.0266	0.0227	0.0198	0.0271	0.0255	0.1597	0.1504	0.1366	0.1305	0.1162	0.0864	0.0785	0.0557	0.0586	0.0674	0.027	0.0231
ENSG00000164970	FAM219A	0.5663	0.3897	0.5221	0.2708	0.4137	0.3789	0.3177	0.4947	0.7665	0.7986	0.7295	0.9057	0.8188	0.6206	0.6837	0.5048	0.636	0.6418	0.4625	0.3885
ENSG00000168913	ENHO	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	NaN	0	0.1598	0
ENSG00000122756	CNTFR	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	1	1	1	1	NaN	0	NaN	0	0.7195	NaN	NaN
ENSG00000164967	RPP25L	0.3799	0.5124	0.4801	0.5642	0.4876	0.4092	0.3265	0.3868	0.7274	0.5959	0.6691	0.6458	0.6705	0.6624	0.5636	0.4785	0.5706	0.533	0.3123	0.3272
ENSG00000137100	DCTN3	0.0181	0.0268	0.0446	0.04	0.0334	0.0316	0.0264	0.0409	0.1081	0.1031	0.115	0.1177	0.1177	0.117	0.0735	0.0501	0.0491	0.0692	0.0241	0.0302
ENSG00000126878	AIF1L	0	NaN	0	NaN	0	0	0.4973	NaN	0.3073	0	0	0	NaN	0.2291	0	NaN	0	0	0	0
ENSG00000136840	ST6GALNAC4	0.1498	0.1368	0.1543	0.1559	0.1761	0.1705	0.2004	0.222	0.5764	0.5242	0.5446	0.5128	0.4485	0.3794	0.2071	0.1654	0.2026	0.2842	0.1359	0.0908
ENSG00000167103	PIP5KL1	0.1502	1	0	1	0.4427	0.1244	0.6142	0.3144	0.3455	0.4284	1	0.7314	0.4551	1	0.4	0.2311	0.566	0.4452	0	0
ENSG00000136908	DPM2	0.2212	0.1887	0.2259	0.2129	0.2247	0.2237	0.2341	0.2605	0.445	0.4791	0.4334	0.4648	0.4085	0.3211	0.3627	0.2843	0.2851	0.3714	0.1202	0.1153
ENSG00000167106	EEIG1	0.5364	0.5138	0.3229	0.3335	0.372	0.5535	0.7447	0.5258	0.8164	0.8305	0.7509	0.8203	0.7113	0.5652	0.5782	0.6788	0.7508	0.7209	0.2423	0.2355
ENSG00000171169	NAIF1	0.5478	0.7952	0.618	0.8854	0.7945	0.7619	0.8205	0.7939	0.9349	0.9727	0.9034	0.9427	0.8962	0.8869	0.9337	0.9396	0.9106	0.9352	0.404	0.3915
ENSG00000188373	GPR15LG	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000148600	CDHR1	0	0	0	NaN	0	0	0.088	0	0.0834	0.0319	0.0509	0.0484	0.0637	0.0735	0.2288	0.1007	0.0157	0.1704	0.0841	0
ENSG00000148604	RGR	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000107771	CCSER2	0.0851	0.3369	0.2233	0.0917	0.0486	0.0717	0	0.0807	0.694	0.6423	0.4837	0.6188	0.5666	0.4732	0.2361	0.1563	0.2692	0.4287	0.2218	0.0956
ENSG00000122375	OPN4	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000188199	NUTM2B	0.3386	1	0.3191	0	0.6589	0.4139	0	0.0898	0.6121	0.8613	0	1	0.542	0.7465	0.8361	0	0.1104	0.962	0.0316	0.5041
ENSG00000228570	NUTM2E	0.3982	0.1908	0.4627	0.4664	0.4816	0.5502	0.3223	0.4117	0.8278	0.8393	0.637	0.7226	0.7287	0.7918	0.551	0.5188	0.6823	0.7143	0.3808	0.3919
ENSG00000133678	TMEM254	0.0037	0.0091	0.0303	0.0174	0.0184	0.0404	0.0674	0.0236	0.1671	0.1946	0.1384	0.1164	0.1762	0.132	0.0738	0.0289	0.051	0.0957	0.0745	0.061
ENSG00000133665	DYDC2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
ENSG00000165886	UBTD1	1	0.5744	0.4878	0.567	0.3151	1	0	0.6506	0.4662	0.9344	0.9126	0.417	0.7851	0.8401	0.4201	0	0.3871	0.45	0.2777	0.2832
ENSG00000165887	ANKRD2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	NaN	0	0	NaN	NaN	0	NaN	NaN	NaN
ENSG00000241935	HOGA1	0	NaN	0	NaN	0	NaN	NaN	NaN	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
ENSG00000249967		0.2164	0.2753	0.2185	0.4862	0.321	0.141	0.2113	0.3084	0.8969	0.7503	0.7941	0.8295	0.5436	0.4625	0.4056	0.4386	0.3933	0.58	0.1772	0.2225
ENSG00000187783	TMEM72	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.3799	0.9353	0.4752	0.5766	0.9395	0.3351	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000107551	RASSF4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.2165	0.1738	0.3854	0	0	0.1873	NaN	NaN	NaN	NaN	0	0
ENSG00000165512	ZNF22	0.3368	0.099	0.1966	0.0786	0.3498	0.2565	0.3231	0.3033	0.7554	0.7996	0.8643	0.7588	0.6929	0.7431	0.5491	0.4105	0.4993	0.4977	0.212	0.1516
ENSG00000012779	ALOX5	0.0531	0.0611	0.0485	0.0246	0.0374	0.0637	0.0605	0.078	0.2918	0.2459	0.3034	0.221	0.284	0.1516	0.1081	0.1248	0.1115	0.1075	0.015	0.0231
ENSG00000172661	WASHC2C	0.0507	0.0448	0.0476	0.0467	0.0297	0.0309	0.0493	0.0518	0.2298	0.2069	0.1935	0.2068	0.1734	0.1244	0.1431	0.0899	0.0886	0.1195	0.0427	0.0333
ENSG00000152463	OLAH	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN
ENSG00000152464	RPP38	0.5684	0.4485	0.5383	0.8154	0.6682	0.6866	0.759	0.7307	0.9828	0.9507	0.9333	0.9828	0.9568	0.8475	0.8914	0.929	0.7928	0.8504	0.3078	0.3409
ENSG00000165983	PTER	0.0716	0.0837	0.039	0.0584	0.1213	0.0647	0.1258	0.1244	0.7832	0.8735	0.8675	0.7245	0.6399	0.497	0.3098	0.2931	0.1512	0.2831	0.0345	0.0714
ENSG00000026025	VIM	0.0185	0.0409	0.0439	0.0569	0.05	0.0642	0.0505	0.0872	0.2292	0.2142	0.2398	0.2151	0.2258	0.1538	0.0513	0.0441	0.0739	0.0558	0.0442	0.0377
ENSG00000136738	STAM	0.385	0.4618	0.5307	0.4218	0.488	0.5823	0.6589	0.4778	0.8924	0.8761	0.851	0.9065	0.6679	0.5424	0.7105	0.6975	0.7135	0.7307	0.1312	0.1071
ENSG00000119946	CNNM1	0.1428	0.256	0.6381	0.3698	0.5785	0.3189	0.4544	0.3237	1	0.5853	1	0.9407	0.7108	0.8192	0.8444	0.3866	0.4505	0.5101	0.1846	0.043
ENSG00000119919	NKX2-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	0.6099	0.6947	0	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000198018	ENTPD7	0.1419	0.2098	0.24	0.2999	0.1562	0.1702	0.2204	0.18	0.5229	0.4667	0.3443	0.4666	0.451	0.3843	0.232	0.2829	0.3312	0.352	0.2249	0.1091
ENSG00000119929	CUTC	0	0.0317	0.1332	0.0642	0.042	0.0215	0.0839	0.043	0.2526	0.2043	0.4556	0.292	0.2579	0.1599	0.0938	0.1158	0.0333	0.1397	0.0151	0.0347
ENSG00000106554	CHCHD3	0.0314	0.0605	0.035	0.0323	0.045	0.044	0.0475	0.0499	0.1984	0.1933	0.2194	0.1879	0.1792	0.1163	0.081	0.058	0.0501	0.0787	0.0298	0.0235
ENSG00000205060	SLC35B4	0.0601	0.1021	0.0826	0.0087	0.0231	0.1045	0.1399	0.1226	0.3322	0.4183	0.3773	0.3094	0.42	0.3913	0.3223	0.284	0.1838	0.2782	0.1198	0.0284
ENSG00000085662	AKR1B1	0.0194	0.027	0.0252	0.0047	0.0136	0.0187	0.0136	0.0095	0.0776	0.0433	0.0531	0.0364	0.0507	0.0288	0.0202	0.0525	0.0307	0.0696	0.0417	0.0351
ENSG00000104388	RAB2A	0.0986	0.1263	0.0827	0.0783	0.1409	0.0738	0.0977	0.1033	0.5445	0.4978	0.4892	0.5175	0.4346	0.3645	0.2848	0.3817	0.2835	0.308	0.0532	0.0595
ENSG00000171316	CHD7	0.3776	0.3752	0.3393	0.3049	0.3078	0.2278	0.3624	0.4015	0.7423	0.69	0.8082	0.8722	0.7452	0.7001	0.6429	0.655	0.5574	0.6499	0.1574	0.1694
ENSG00000177182	CLVS1	0	NaN	0	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185942	NKAIN3	0	NaN	0	NaN	NaN	0	0	NaN	0	0	0	0	0	NaN	0	NaN	NaN	0	0	0
ENSG00000185728	YTHDF3	0.5299	0.6436	0.6577	0.6534	0.7308	0.7052	0.7483	0.7291	0.9571	0.9362	0.9311	0.9215	0.8726	0.8252	0.8155	0.8422	0.8536	0.8072	0.2202	0.2673
ENSG00000106462	EZH2	0.0825	0.1452	0.1495	0.105	0.1309	0.1043	0.0991	0.1494	0.7064	0.6608	0.6023	0.6751	0.562	0.4187	0.3222	0.2772	0.2897	0.3801	0.061	0.0666
ENSG00000155660	PDIA4	0.0771	0.0762	0.0779	0.0849	0.057	0.0494	0.0519	0.0591	0.2575	0.1989	0.2465	0.2196	0.2528	0.1773	0.0981	0.0753	0.125	0.1766	0.1386	0.1321
ENSG00000197362	ZNF786	0.6322	0.8568	0.8335	0.533	0.8177	0.4807	0.4917	0.7081	0.9406	0.8357	0.9174	1	0.8805	0.908	0.6772	1	0.8455	0.964	0.1423	0.3162
ENSG00000204947	ZNF425	1	0.3622	0.037	0.2284	0.7615	0.516	0.4415	0.1184	0.5384	0.1445	1	1	1	0.5957	0.6596	0.8197	1	0.887	0.5927	0.3173
ENSG00000196453	ZNF777	0.6871	0.6847	0.6878	0.6587	0.7223	0.7246	0.6368	0.7277	0.933	0.9332	0.9019	0.9407	0.8363	0.8618	0.8072	0.7941	0.7866	0.8508	0.3375	0.385
ENSG00000180828	BHLHE22	NaN	0	1	0	NaN	NaN	NaN	NaN	1	0	NaN	1	0	1	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000066855	MTFR1	0.1015	0.0754	0.0832	0.0796	0.0704	0.1021	0.0771	0.083	0.5698	0.5397	0.6069	0.5984	0.456	0.3855	0.2853	0.2796	0.2255	0.2646	0.0661	0.0811
ENSG00000179041	RRS1	0.6295	0.682	0.6929	0.6506	0.7883	0.7696	0.8487	0.8131	0.9101	0.9595	0.9035	0.9429	0.9181	0.8673	0.8221	0.7885	0.8648	0.8657	0.4391	0.4756
ENSG00000120899	PTK2B	0.1149	0.2001	0.1472	0.1906	0.1218	0.137	0.1393	0.1556	0.4857	0.5568	0.4746	0.5295	0.4696	0.4108	0.2378	0.1889	0.2584	0.3087	0.123	0.1028
ENSG00000120915	EPHX2	0	0	0.0049	0.0052	0	0	0.0072	0.0376	0	0	0	0	0	0	0.0715	0.0044	0	0	0	0
ENSG00000168077	SCARA3	NaN	NaN	NaN	NaN	NaN	NaN	0.4343	NaN	0	NaN	NaN	0	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000171320	ESCO2	0.2232	0.2451	0.2049	0.1988	0.2223	0.1488	0.2287	0.2251	0.8507	0.8242	0.7985	0.807	0.6286	0.5566	0.4603	0.3548	0.4172	0.5525	0.1686	0.1524
ENSG00000134014	ELP3	0.084	0.0812	0.0797	0.0786	0.03	0.0531	0.0704	0.0678	0.4567	0.5312	0.4056	0.4368	0.3433	0.3251	0.1928	0.1348	0.1633	0.2147	0.0433	0.0575
ENSG00000105968	H2AZ2	0.04	0.0606	0.0574	0.0617	0.0415	0.0556	0.0623	0.0554	0.2774	0.3007	0.2723	0.282	0.2548	0.2046	0.1816	0.1396	0.1347	0.1909	0.0562	0.055
ENSG00000146676	PURB	0.497	0.573	0.5189	0.5681	0.5044	0.612	0.4642	0.5171	0.9012	0.8788	0.8876	0.8761	0.8173	0.7708	0.7303	0.6245	0.7091	0.792	0.2911	0.3208
ENSG00000136286	MYO1G	NaN	NaN	0	0.8299	NaN	NaN	NaN	0	0.2458	0.253	0.3238	0.1973	0.285	0.2445	1	1	0	0.2509	0	0
ENSG00000136274	NACAD	0	NaN	NaN	0.6481	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	1	0	NaN	NaN	NaN	NaN	NaN	1
ENSG00000136270	TBRG4	0.212	0.1623	0.224	0.2412	0.1467	0.128	0.1117	0.1493	0.5157	0.4697	0.506	0.494	0.4821	0.3777	0.2348	0.1959	0.2158	0.3012	0.1321	0.1251
ENSG00000164930	FZD6	0.3345	0.2205	0.2342	0.3765	0.3512	0.2045	0.2346	0.2932	0.6464	0.7205	0.6395	0.7022	0.601	0.6694	0.461	0.5827	0.5109	0.6568	0.0992	0.1576
ENSG00000164932	CTHRC1	0	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	0	NaN
ENSG00000164934	DCAF13	0.0239	0.0232	0.0315	0.0232	0.0181	0.0179	0.0213	0.0228	0.2083	0.1833	0.1229	0.194	0.1817	0.1737	0.069	0.0362	0.0486	0.0629	0.0344	0.0287
ENSG00000176406	RIMS2	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	0
ENSG00000164935	DCSTAMP	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENSG00000221947	XKR9	0	0	0	0	0	0	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	0
